2.000000 1:6.282494 
2.000000 1:5.269368 
2.000000 1:4.113921 
2.000000 1:4.346407 
2.000000 1:4.545088 
2.000000 1:4.211698 
2.000000 1:5.895951 
2.000000 1:4.654735 
2.000000 1:5.026121 
2.000000 1:4.358023 
2.000000 1:3.414265 
2.000000 1:5.385794 
2.000000 1:4.915426 
2.000000 1:4.359108 
2.000000 1:2.415821 
2.000000 1:3.990475 
2.000000 1:5.379317 
2.000000 1:3.620970 
2.000000 1:5.555155 
2.000000 1:6.134502 
2.000000 1:3.718693 
2.000000 1:4.001174 
2.000000 1:4.946415 
2.000000 1:5.931908 
2.000000 1:6.368021 
2.000000 1:5.278715 
2.000000 1:2.226172 
2.000000 1:3.090346 
2.000000 1:4.945794 
2.000000 1:4.921394 
2.000000 1:5.569395 
2.000000 1:5.460340 
2.000000 1:2.836984 
2.000000 1:6.059008 
2.000000 1:6.274141 
2.000000 1:6.936206 
2.000000 1:6.179706 
2.000000 1:5.091292 
2.000000 1:5.431081 
2.000000 1:5.078402 
2.000000 1:5.655387 
2.000000 1:4.961724 
2.000000 1:6.635154 
2.000000 1:3.938699 
2.000000 1:5.659603 
2.000000 1:3.315517 
2.000000 1:4.735885 
2.000000 1:3.532409 
2.000000 1:5.625828 
2.000000 1:6.207897 
2.000000 1:7.301456 
2.000000 1:3.037625 
2.000000 1:5.451472 
2.000000 1:5.576196 
2.000000 1:3.054025 
2.000000 1:5.312891 
2.000000 1:4.884750 
2.000000 1:5.773746 
2.000000 1:4.707666 
2.000000 1:4.342085 
2.000000 1:4.012953 
2.000000 1:3.092071 
2.000000 1:4.606057 
2.000000 1:6.552742 
2.000000 1:3.853471 
2.000000 1:5.038016 
2.000000 1:4.965691 
2.000000 1:5.283792 
2.000000 1:3.697710 
2.000000 1:5.426371 
2.000000 1:3.618961 
2.000000 1:5.493266 
2.000000 1:2.038623 
2.000000 1:5.423870 
2.000000 1:6.777958 
2.000000 1:6.566397 
2.000000 1:4.030572 
2.000000 1:4.065339 
2.000000 1:6.537475 
2.000000 1:4.934724 
2.000000 1:5.175338 
2.000000 1:4.076345 
2.000000 1:5.709292 
2.000000 1:3.915790 
2.000000 1:2.865091 
2.000000 1:4.157970 
2.000000 1:4.135402 
2.000000 1:3.492295 
2.000000 1:5.171236 
2.000000 1:1.798808 
2.000000 1:5.479876 
2.000000 1:4.512237 
2.000000 1:6.427541 
2.000000 1:2.495406 
2.000000 1:6.201274 
2.000000 1:6.403097 
2.000000 1:4.438527 
2.000000 1:3.879146 
2.000000 1:6.009973 
2.000000 1:4.780997 
2.000000 1:5.618345 
2.000000 1:3.052345 
2.000000 1:6.459689 
2.000000 1:5.337658 
2.000000 1:4.371961 
2.000000 1:5.052349 
2.000000 1:5.117813 
2.000000 1:4.793890 
2.000000 1:3.776567 
2.000000 1:4.294256 
2.000000 1:4.588933 
2.000000 1:5.351652 
2.000000 1:4.829453 
2.000000 1:3.554318 
2.000000 1:6.030613 
2.000000 1:5.645899 
2.000000 1:4.680834 
2.000000 1:4.055670 
2.000000 1:4.935385 
2.000000 1:4.507674 
2.000000 1:6.721050 
2.000000 1:5.287012 
2.000000 1:4.921447 
2.000000 1:2.031423 
2.000000 1:4.856471 
2.000000 1:2.593640 
2.000000 1:5.396880 
2.000000 1:2.718062 
2.000000 1:5.231766 
2.000000 1:4.981604 
2.000000 1:4.392073 
2.000000 1:4.931323 
2.000000 1:4.428590 
2.000000 1:5.340466 
2.000000 1:6.298709 
2.000000 1:7.363297 
2.000000 1:3.475765 
2.000000 1:4.372517 
2.000000 1:5.357617 
2.000000 1:3.507722 
2.000000 1:4.117606 
2.000000 1:2.984523 
2.000000 1:2.733284 
2.000000 1:4.585472 
2.000000 1:4.427297 
2.000000 1:5.170806 
2.000000 1:2.855092 
2.000000 1:3.846913 
2.000000 1:4.090663 
2.000000 1:3.819149 
2.000000 1:6.775933 
2.000000 1:5.250316 
2.000000 1:4.495011 
2.000000 1:6.711169 
2.000000 1:5.021245 
2.000000 1:4.554128 
2.000000 1:5.878744 
2.000000 1:4.157903 
2.000000 1:4.864046 
2.000000 1:3.035573 
2.000000 1:5.268858 
2.000000 1:6.844893 
2.000000 1:5.375798 
2.000000 1:4.067155 
2.000000 1:4.833761 
2.000000 1:4.981888 
2.000000 1:5.221816 
2.000000 1:5.189285 
2.000000 1:3.444829 
2.000000 1:5.259134 
2.000000 1:3.606495 
2.000000 1:5.449113 
2.000000 1:5.254493 
2.000000 1:5.876003 
2.000000 1:5.190051 
2.000000 1:7.498901 
2.000000 1:6.241181 
2.000000 1:3.250616 
2.000000 1:3.081160 
2.000000 1:5.090521 
2.000000 1:4.391250 
2.000000 1:3.212323 
2.000000 1:5.779407 
2.000000 1:4.799502 
2.000000 1:6.753058 
2.000000 1:4.052854 
2.000000 1:4.170137 
2.000000 1:3.985762 
2.000000 1:5.994712 
2.000000 1:3.672063 
2.000000 1:5.535156 
2.000000 1:6.184057 
2.000000 1:4.899637 
2.000000 1:6.095291 
2.000000 1:4.891453 
2.000000 1:7.118926 
2.000000 1:5.758654 
2.000000 1:4.771131 
2.000000 1:5.385823 
2.000000 1:5.750983 
2.000000 1:4.508869 
2.000000 1:4.916216 
2.000000 1:4.041822 
2.000000 1:4.830282 
2.000000 1:6.491960 
2.000000 1:4.801644 
2.000000 1:3.360880 
2.000000 1:4.565394 
2.000000 1:5.232210 
2.000000 1:3.903456 
2.000000 1:6.189124 
2.000000 1:4.740207 
2.000000 1:3.022107 
2.000000 1:3.888102 
2.000000 1:6.873320 
2.000000 1:5.201840 
2.000000 1:4.715870 
2.000000 1:5.574476 
2.000000 1:4.104377 
2.000000 1:3.925582 
2.000000 1:4.089443 
2.000000 1:4.146799 
2.000000 1:5.845085 
2.000000 1:5.543757 
2.000000 1:6.651406 
2.000000 1:3.959929 
2.000000 1:7.126948 
2.000000 1:4.386598 
2.000000 1:5.352943 
2.000000 1:4.749528 
2.000000 1:4.744635 
2.000000 1:5.467139 
2.000000 1:4.122036 
2.000000 1:4.071126 
2.000000 1:4.648462 
2.000000 1:5.699105 
2.000000 1:4.228486 
2.000000 1:4.586028 
2.000000 1:5.727808 
2.000000 1:4.428951 
2.000000 1:6.279838 
2.000000 1:4.575175 
2.000000 1:4.084037 
2.000000 1:4.144391 
2.000000 1:2.030530 
2.000000 1:2.967818 
2.000000 1:6.035634 
2.000000 1:5.319787 
2.000000 1:5.840885 
2.000000 1:4.001571 
2.000000 1:2.689291 
2.000000 1:4.585636 
2.000000 1:4.585192 
2.000000 1:5.023622 
2.000000 1:4.941160 
2.000000 1:5.413871 
2.000000 1:5.043863 
2.000000 1:6.016838 
2.000000 1:5.682042 
2.000000 1:3.640164 
2.000000 1:3.882668 
2.000000 1:5.214256 
2.000000 1:5.976360 
2.000000 1:4.387903 
2.000000 1:4.810969 
2.000000 1:5.537577 
2.000000 1:4.142136 
2.000000 1:4.987990 
2.000000 1:6.320165 
2.000000 1:5.834637 
2.000000 1:4.504903 
2.000000 1:4.518111 
2.000000 1:4.639440 
2.000000 1:4.537066 
2.000000 1:5.203657 
2.000000 1:4.651382 
2.000000 1:4.716755 
2.000000 1:4.134712 
2.000000 1:4.394923 
2.000000 1:4.084365 
2.000000 1:3.846131 
2.000000 1:5.368119 
2.000000 1:3.671412 
2.000000 1:5.002063 
2.000000 1:5.508894 
2.000000 1:3.828763 
2.000000 1:4.882030 
2.000000 1:5.617239 
2.000000 1:3.405838 
2.000000 1:3.183620 
2.000000 1:4.732399 
2.000000 1:5.381867 
2.000000 1:4.457290 
2.000000 1:5.539619 
2.000000 1:7.681964 
2.000000 1:5.446384 
2.000000 1:4.681309 
2.000000 1:3.513029 
1.000000 1:2.142618 
2.000000 1:3.866473 
2.000000 1:4.905350 
2.000000 1:4.444210 
2.000000 1:4.737396 
2.000000 1:6.644861 
2.000000 1:6.367634 
2.000000 1:6.580769 
2.000000 1:4.067373 
2.000000 1:5.695009 
2.000000 1:4.183609 
2.000000 1:3.435098 
2.000000 1:4.304855 
2.000000 1:5.461408 
2.000000 1:4.660054 
2.000000 1:5.118640 
2.000000 1:4.503302 
2.000000 1:4.304527 
2.000000 1:4.600890 
2.000000 1:3.164611 
2.000000 1:5.317971 
2.000000 1:5.416735 
2.000000 1:5.155791 
2.000000 1:5.630998 
2.000000 1:6.136781 
2.000000 1:6.216000 
2.000000 1:5.711586 
2.000000 1:4.395823 
2.000000 1:4.399281 
2.000000 1:4.484135 
2.000000 1:7.299862 
2.000000 1:4.578758 
2.000000 1:4.925339 
2.000000 1:6.776291 
2.000000 1:3.741232 
2.000000 1:5.224042 
2.000000 1:4.160581 
2.000000 1:3.410744 
2.000000 1:3.103166 
2.000000 1:4.570218 
2.000000 1:5.815051 
2.000000 1:4.929445 
2.000000 1:4.444608 
2.000000 1:3.391571 
2.000000 1:5.289852 
2.000000 1:3.581413 
2.000000 1:5.495695 
2.000000 1:4.017206 
2.000000 1:6.790981 
2.000000 1:5.813595 
2.000000 1:5.474238 
2.000000 1:4.999975 
2.000000 1:5.253695 
2.000000 1:4.426998 
2.000000 1:3.837309 
2.000000 1:4.163661 
2.000000 1:4.934928 
2.000000 1:5.012733 
2.000000 1:4.134205 
2.000000 1:2.478705 
2.000000 1:6.340472 
2.000000 1:5.370017 
2.000000 1:5.922621 
2.000000 1:5.683418 
2.000000 1:4.695933 
2.000000 1:4.468363 
2.000000 1:4.466040 
2.000000 1:4.687448 
2.000000 1:4.713014 
2.000000 1:3.083666 
2.000000 1:4.779424 
2.000000 1:5.863609 
2.000000 1:4.142640 
2.000000 1:4.180191 
2.000000 1:8.704709 
2.000000 1:4.590846 
2.000000 1:3.683143 
2.000000 1:4.631028 
2.000000 1:5.224066 
