2.000000 1:3.059253 2:2.853951 
1.000000 1:0.381978 2:-0.925057 
1.000000 1:0.953047 2:1.057094 
2.000000 1:3.030060 2:2.522665 
2.000000 1:3.098123 2:0.973984 
1.000000 1:-0.147813 2:0.448623 
1.000000 1:-0.917458 2:-0.321141 
1.000000 1:-1.079343 2:2.459502 
1.000000 1:0.082819 2:1.290812 
2.000000 1:3.738849 2:2.678010 
2.000000 1:2.212952 2:3.655167 
2.000000 1:2.765571 2:3.545032 
1.000000 1:0.043897 2:1.757936 
1.000000 1:0.541433 2:-0.924759 
1.000000 1:-1.914796 2:-1.851079 
2.000000 1:3.572021 2:4.076306 
1.000000 1:-1.853074 2:-1.050668 
1.000000 1:3.149614 2:-0.562471 
0.000000 1:-2.872331 2:-3.013451 
1.000000 1:-0.411638 2:0.979569 
1.000000 1:1.412917 2:-0.813522 
1.000000 1:-0.372340 2:-0.233593 
1.000000 1:-1.225855 2:-0.522444 
2.000000 1:1.571632 2:3.433350 
2.000000 1:1.550398 2:2.546973 
1.000000 1:-1.200052 2:1.547793 
2.000000 1:4.698371 2:0.423595 
2.000000 1:4.716489 2:3.186779 
1.000000 1:-0.513394 2:1.376298 
1.000000 1:0.936199 2:0.859629 
1.000000 1:-0.080635 2:0.138308 
2.000000 1:3.243608 2:1.937303 
2.000000 1:1.878461 2:1.471575 
2.000000 1:2.688429 2:2.727009 
2.000000 1:2.116993 2:2.249932 
2.000000 1:4.195781 2:2.855647 
2.000000 1:2.334719 2:2.282830 
2.000000 1:3.822134 2:1.866254 
2.000000 1:2.256053 2:2.450044 
1.000000 1:0.160509 2:1.040906 
1.000000 1:0.059636 2:-0.154911 
2.000000 1:1.496840 2:2.306612 
0.000000 1:-0.641913 2:-2.468817 
2.000000 1:4.886398 2:3.137819 
1.000000 1:-1.419388 2:-0.232484 
2.000000 1:4.478245 2:2.042862 
1.000000 1:0.607395 2:1.122241 
1.000000 1:0.575594 2:-1.340360 
2.000000 1:3.338112 2:1.312443 
2.000000 1:1.543521 2:1.636816 
1.000000 1:-0.614651 2:-0.676157 
2.000000 1:2.142477 2:2.851141 
1.000000 1:0.166641 2:-0.489098 
2.000000 1:2.609226 2:0.587249 
2.000000 1:1.483079 2:0.991336 
1.000000 1:-0.778224 2:-0.923517 
1.000000 1:0.300994 2:0.640360 
0.000000 1:-1.469939 2:-0.888562 
2.000000 1:2.330087 2:0.448166 
2.000000 1:3.711620 2:1.727965 
2.000000 1:2.812097 2:1.979377 
1.000000 1:1.076872 2:0.490574 
2.000000 1:3.776502 2:1.703199 
1.000000 1:1.728088 2:-1.317982 
1.000000 1:-0.206831 2:-1.568794 
2.000000 1:3.554455 2:2.895416 
1.000000 1:-0.922849 2:1.132908 
1.000000 1:1.490553 2:0.941526 
2.000000 1:2.227676 2:3.595901 
1.000000 1:0.970299 2:-0.071345 
1.000000 1:-0.082597 2:1.174015 
1.000000 1:-1.637601 2:-1.847961 
1.000000 1:0.159659 2:-0.520307 
1.000000 1:0.204911 2:-1.823316 
1.000000 1:1.604488 2:0.487594 
0.000000 1:-3.703936 2:-2.522061 
1.000000 1:0.827428 2:-0.271753 
1.000000 1:0.558615 2:1.767699 
2.000000 1:3.181074 2:1.582132 
1.000000 1:0.276175 2:0.599029 
2.000000 1:1.976358 2:2.672312 
1.000000 1:0.462649 2:1.921530 
1.000000 1:0.742750 2:-0.248795 
2.000000 1:1.154170 2:2.544092 
1.000000 1:1.429822 2:0.938419 
1.000000 1:-0.388963 2:-1.033059 
2.000000 1:4.033728 2:2.528037 
2.000000 1:2.396425 2:2.940701 
2.000000 1:3.740609 2:0.447932 
1.000000 1:1.145007 2:-0.721533 
2.000000 1:2.572425 2:0.792589 
1.000000 1:-0.109021 2:0.013394 
1.000000 1:-1.269305 2:-0.698334 
2.000000 1:2.904933 2:3.688907 
2.000000 1:2.052886 2:2.624531 
1.000000 1:0.964347 2:-0.428219 
1.000000 1:0.157454 2:-0.421300 
2.000000 1:2.236854 2:1.484447 
1.000000 1:0.114279 2:0.723583 
2.000000 1:2.961513 2:2.897431 
2.000000 1:3.239670 2:2.648704 
1.000000 1:0.049665 2:-0.002143 
2.000000 1:3.662582 2:0.928671 
2.000000 1:2.533200 2:0.458791 
1.000000 1:-0.550828 2:-1.387727 
2.000000 1:3.422890 2:2.657352 
2.000000 1:3.066165 2:2.891223 
2.000000 1:2.406786 2:1.661809 
0.000000 1:-3.030034 2:-2.871398 
1.000000 1:0.065188 2:1.355784 
1.000000 1:0.800057 2:0.040250 
2.000000 1:3.347024 2:3.315846 
2.000000 1:2.140170 2:1.927529 
2.000000 1:1.133401 2:3.467560 
1.000000 1:0.112234 2:-1.379636 
1.000000 1:-0.249929 2:-0.860744 
0.000000 1:-3.167084 2:-3.206622 
1.000000 1:-0.530055 2:-0.112540 
2.000000 1:1.305855 2:2.254175 
1.000000 1:1.687788 2:2.412061 
1.000000 1:-0.137091 2:0.319605 
2.000000 1:3.081523 2:2.107258 
2.000000 1:3.215708 2:1.792144 
1.000000 1:-0.180235 2:0.560928 
1.000000 1:-0.904816 2:0.921306 
2.000000 1:4.002146 2:1.697650 
0.000000 1:-1.631062 2:-3.671125 
1.000000 1:2.233225 2:1.562051 
2.000000 1:3.141201 2:1.514140 
2.000000 1:4.048769 2:2.343859 
1.000000 1:0.077335 2:0.797905 
1.000000 1:1.394868 2:0.205113 
1.000000 1:-0.518228 2:-1.008446 
2.000000 1:1.706467 2:4.035062 
1.000000 1:-0.424436 2:-1.022638 
0.000000 1:-2.058522 2:-0.834095 
1.000000 1:1.679903 2:0.570385 
2.000000 1:1.387620 2:1.909919 
1.000000 1:0.866795 2:1.321935 
2.000000 1:2.138386 2:2.131653 
2.000000 1:2.870968 2:3.901063 
1.000000 1:0.007414 2:-0.439143 
2.000000 1:1.941857 2:3.647646 
1.000000 1:0.093444 2:-1.447941 
2.000000 1:0.813537 2:2.568693 
1.000000 1:-0.444455 2:-0.149786 
1.000000 1:-0.029338 2:-0.080380 
2.000000 1:1.558853 2:3.584892 
2.000000 1:4.776476 2:2.304160 
1.000000 1:0.803646 2:0.625025 
1.000000 1:-1.014870 2:0.575692 
1.000000 1:0.454807 2:0.653749 
0.000000 1:-1.569736 2:-1.787255 
1.000000 1:-1.062031 2:-0.298430 
0.000000 1:-2.607984 2:-1.356961 
1.000000 1:0.094290 2:0.079844 
1.000000 1:-1.104634 2:-0.811040 
1.000000 1:-1.267158 2:0.742768 
1.000000 1:-0.280823 2:1.045250 
0.000000 1:-3.739056 2:-2.193751 
0.000000 1:-2.776221 2:-2.085470 
1.000000 1:1.366038 2:-0.394615 
2.000000 1:2.059507 2:1.979904 
1.000000 1:-0.072403 2:-2.299376 
1.000000 1:-1.230763 2:0.203641 
2.000000 1:3.065937 2:3.247554 
1.000000 1:0.283474 2:1.459583 
1.000000 1:0.768245 2:-1.021486 
1.000000 1:-0.282171 2:-0.575509 
1.000000 1:-0.119995 2:2.237813 
1.000000 1:2.019793 2:0.488895 
1.000000 1:1.217344 2:-0.000063 
1.000000 1:1.859613 2:0.434740 
1.000000 1:0.102857 2:0.595777 
2.000000 1:2.782563 2:3.110090 
2.000000 1:3.003343 2:1.765441 
2.000000 1:1.527020 2:1.616867 
1.000000 1:1.144030 2:-0.379770 
0.000000 1:-2.723866 2:-3.710869 
2.000000 1:3.740026 2:2.775971 
1.000000 1:-1.637414 2:0.282936 
2.000000 1:2.454576 2:3.752122 
2.000000 1:3.128700 2:2.499903 
1.000000 1:0.623949 2:1.251623 
1.000000 1:0.334200 2:-1.687270 
1.000000 1:0.280526 2:1.808746 
1.000000 1:1.658779 2:1.635815 
1.000000 1:-0.088818 2:0.086265 
1.000000 1:-1.380411 2:1.556534 
0.000000 1:-2.931825 2:-1.138860 
2.000000 1:1.925912 2:3.300715 
1.000000 1:1.848141 2:-1.415402 
0.000000 1:-2.572156 2:-3.400525 
1.000000 1:0.035491 2:1.785598 
2.000000 1:1.424624 2:3.051877 
2.000000 1:2.703900 2:1.280652 
