0.000000 1:-2.369465 
2.000000 1:1.608311 
0.000000 1:-2.003868 
1.000000 1:1.045730 
1.000000 1:-0.738292 
1.000000 1:-0.623207 
2.000000 1:3.465843 
2.000000 1:1.027051 
1.000000 1:0.678469 
2.000000 1:2.916323 
2.000000 1:2.893548 
2.000000 1:2.687513 
1.000000 1:-1.504559 
2.000000 1:2.414464 
2.000000 1:1.919408 
1.000000 1:-0.326636 
0.000000 1:-1.645827 
2.000000 1:2.364519 
2.000000 1:1.152246 
2.000000 1:3.271021 
2.000000 1:3.459226 
0.000000 1:-3.675161 
1.000000 1:-1.781530 
2.000000 1:0.914286 
2.000000 1:1.125536 
1.000000 1:1.365212 
1.000000 1:-1.275726 
2.000000 1:2.098948 
0.000000 1:-2.213280 
2.000000 1:2.495748 
1.000000 1:2.434868 
2.000000 1:3.297633 
1.000000 1:0.153796 
1.000000 1:0.345252 
1.000000 1:-0.123574 
2.000000 1:3.800341 
2.000000 1:4.442462 
1.000000 1:0.885840 
2.000000 1:3.882957 
1.000000 1:-2.318927 
2.000000 1:2.080410 
1.000000 1:0.212134 
1.000000 1:0.490068 
1.000000 1:-2.222116 
1.000000 1:-0.319034 
2.000000 1:2.357323 
1.000000 1:0.159028 
1.000000 1:0.436068 
1.000000 1:-0.479579 
1.000000 1:-0.235790 
0.000000 1:-0.955293 
2.000000 1:4.215299 
1.000000 1:2.815498 
2.000000 1:2.179719 
1.000000 1:1.525354 
1.000000 1:-2.033247 
0.000000 1:-3.460073 
1.000000 1:0.386894 
2.000000 1:1.205294 
2.000000 1:2.861925 
0.000000 1:-2.821806 
1.000000 1:0.818137 
1.000000 1:-0.874614 
0.000000 1:-2.312866 
1.000000 1:-1.194640 
1.000000 1:-1.116199 
2.000000 1:1.411305 
2.000000 1:3.204067 
2.000000 1:2.896388 
1.000000 1:0.552779 
2.000000 1:2.985735 
1.000000 1:-0.673357 
1.000000 1:-2.407260 
2.000000 1:3.588326 
2.000000 1:3.221984 
1.000000 1:-0.545798 
1.000000 1:-1.546849 
1.000000 1:0.768990 
2.000000 1:2.665826 
2.000000 1:3.284228 
1.000000 1:-0.039228 
2.000000 1:2.336540 
2.000000 1:1.923715 
1.000000 1:-0.791629 
2.000000 1:2.256443 
2.000000 1:2.496756 
1.000000 1:0.449261 
2.000000 1:3.240250 
1.000000 1:0.600035 
1.000000 1:1.180391 
1.000000 1:-0.445585 
1.000000 1:0.063176 
2.000000 1:0.981530 
2.000000 1:2.434794 
1.000000 1:-0.901845 
1.000000 1:1.746221 
2.000000 1:3.197909 
1.000000 1:-0.770638 
2.000000 1:1.356290 
0.000000 1:-2.837816 
2.000000 1:1.588132 
2.000000 1:2.672201 
1.000000 1:-0.255825 
1.000000 1:0.544159 
1.000000 1:-0.459273 
2.000000 1:3.350331 
2.000000 1:2.825794 
2.000000 1:2.209560 
2.000000 1:5.131308 
1.000000 1:-0.627418 
1.000000 1:0.086487 
0.000000 1:-2.773243 
1.000000 1:0.449274 
1.000000 1:-0.109921 
2.000000 1:2.382247 
1.000000 1:-0.981532 
1.000000 1:-1.300435 
1.000000 1:-0.052080 
2.000000 1:1.682746 
2.000000 1:3.327171 
