2.000000 1:-3.239054 2:-2.349124 
1.000000 1:-1.949303 2:-3.910039 
0.000000 1:-0.455789 2:-2.625519 
2.000000 1:-1.538739 2:-1.303651 
1.000000 1:-2.398491 2:-1.728547 
1.000000 1:-3.387657 2:-1.575792 
0.000000 1:-3.019985 2:-4.869148 
0.000000 1:-3.575854 2:-3.024127 
1.000000 1:-1.550844 2:-1.641206 
0.000000 1:-3.531624 2:-3.374952 
2.000000 1:-5.687367 2:-5.870031 
0.000000 1:-1.376607 2:-2.268002 
1.000000 1:-2.419626 2:-3.498497 
2.000000 1:-2.091362 2:-1.791177 
2.000000 1:-0.438819 2:-3.341551 
0.000000 1:-1.901175 2:-4.870184 
2.000000 1:-1.622619 2:-2.983750 
2.000000 1:-0.566833 2:-0.698068 
1.000000 1:-0.592421 2:-3.365954 
0.000000 1:-1.768132 2:-1.428854 
0.000000 1:-6.450266 2:-2.251427 
2.000000 1:1.255846 2:-0.186598 
2.000000 1:-1.292733 2:-2.338514 
1.000000 1:-0.977738 2:-3.604866 
0.000000 1:-5.644336 2:-4.094166 
1.000000 1:-0.681773 2:-4.045562 
2.000000 1:-0.046996 2:0.759210 
2.000000 1:-0.213272 2:-3.433881 
1.000000 1:-1.582141 2:-0.871955 
0.000000 1:-2.163943 2:-2.408566 
1.000000 1:-1.620747 2:-3.709437 
1.000000 1:-1.528179 2:-0.597000 
1.000000 1:-2.187720 2:-1.284667 
1.000000 1:-5.666011 2:-1.013309 
0.000000 1:-1.242504 2:-2.280966 
1.000000 1:-5.017604 2:-3.580814 
2.000000 1:-3.728558 2:-3.246767 
1.000000 1:-2.972021 2:-3.009989 
0.000000 1:0.395409 2:-2.448198 
1.000000 1:-2.542126 2:-1.454351 
2.000000 1:-0.787241 2:-2.032513 
0.000000 1:-1.693132 2:-1.727799 
2.000000 1:-2.203715 2:-1.233995 
0.000000 1:-0.333512 2:-4.743934 
2.000000 1:-2.561524 2:-3.274147 
1.000000 1:-2.538417 2:-2.017902 
1.000000 1:-0.560152 2:-3.384379 
1.000000 1:-0.017981 2:-2.812316 
2.000000 1:-2.532506 2:-0.519951 
0.000000 1:-4.065536 2:-3.573329 
0.000000 1:-3.218547 2:-2.859379 
1.000000 1:-3.050737 2:-0.065325 
0.000000 1:-3.209202 2:-3.024496 
2.000000 1:-3.226301 2:-3.103849 
1.000000 1:-2.406748 2:-5.722119 
1.000000 1:-3.306947 2:-0.855664 
0.000000 1:-2.381101 2:-1.992292 
0.000000 1:-0.921854 2:-0.974121 
1.000000 1:-3.619647 2:-0.368442 
1.000000 1:-1.587516 2:-2.023754 
0.000000 1:-5.991974 2:-2.047028 
1.000000 1:-1.308448 2:-2.109998 
1.000000 1:-2.746686 2:-1.448802 
2.000000 1:-3.769889 2:-3.673682 
1.000000 1:-1.655777 2:-2.706578 
1.000000 1:-3.598006 2:-2.916012 
2.000000 1:-4.444897 2:-3.905269 
1.000000 1:-3.149960 2:-1.618297 
2.000000 1:-1.956608 2:-2.963930 
1.000000 1:-0.990847 2:-1.829186 
2.000000 1:-2.747436 2:-2.659775 
0.000000 1:-3.576417 2:-4.911222 
1.000000 1:-4.357987 2:0.273703 
1.000000 1:-3.131276 2:-0.979686 
1.000000 1:-1.151121 2:-2.118617 
1.000000 1:-2.343050 2:-3.888476 
2.000000 1:-0.334330 2:-1.710223 
0.000000 1:-0.797970 2:-3.913711 
